id_turma,descricao_horario,id_componente_curricular,id_docente_interno,id_docente_externo,nivel_ensino,ano,periodo,noite34,noite12,tarde56,tarde34,tarde12,manha56,manha34,manha12,sabado,aulas,alunos,mediana_faltas,mediana_media_final,APROVADO,APROVADO POR NOTA,REPROVADO POR MÉDIA E POR FALTAS,REPROVADO,CANCELADO,TRANCADO,REPROVADO POR NOTA,REPROVADO POR FALTAS,REPROVADO POR NOTA E FALTA,CUMPRIU,DESISTENCIA,TRANSFERIDO,PASSARAM_NA_MATERIA,APROVACOES_INTERVALO
57563056,6M23456 (03/08/2015 - 28/08/2015),58257,5756244.0,,GRADUAÇÃO,2015,2,False,False,False,False,False,True,True,True,False,20,1,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1240221,2T56 6T23,2049512,5754312.0,,GRADUAÇÃO,2015,1,False,False,True,True,True,False,False,False,False,68,18,0.191176470588,5.3,0.111111111111,0.666666666667,0.166666666667,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777780001,0.0|-0.3
57579888,2N1234,46889,18389.0,,GRADUAÇÃO,2016,1,True,True,False,False,False,False,False,False,False,80,25,0.1,8.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1231851,2N1234 4N12 6N23,2048751,5756985.0,,GRADUAÇÃO,2014,2,True,True,False,False,False,False,False,False,False,136,22,0.0661764705882,5.7,0.027027027026999998,0.837837837838,0.0,0.0810810810811,0.0540540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864864864865,0.0|-0.3
1241002,3N1234,2034509,5756392.0,,GRADUAÇÃO,2015,1,True,True,False,False,False,False,False,False,False,72,14,0.0,4.65,0.05,0.45,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0|-0.3
57565714,35M123456 (09/09/2015 - 21/10/2015),56254,5757391.0,,GRADUAÇÃO,2015,2,False,False,False,False,False,True,True,True,False,72,5,0.0,7.5,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8|-0.9
57588574,24M2345  3T2345,2045601,5757238.0,,GRADUAÇÃO,2016,2,False,False,True,True,True,True,True,True,False,216,7,0.07407407407410001,7.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5|-0.7
57558807,25M23456 (06/04/2015 - 23/05/2015),58358,5756738.0,,GRADUAÇÃO,2015,1,False,False,False,False,False,True,True,True,False,70,8,0.035714285714300006,8.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7|-0.8
1243893,24T23,24945,26153.0,,GRADUAÇÃO,2015,1,False,False,False,True,True,False,False,False,False,70,8,0.0,6.4,0.205128205128,0.717948717949,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923076923077,0.0|-0.3
57595068,25M34  5T12 (13/02/2017 - 01/07/2017),57600,5752294.0,,GRADUAÇÃO,2017,1,False,False,False,False,True,False,True,False,False,108,4,0.148148148148,2.8,0.14285714285700002,0.28571428571400004,0.380952380952,0.190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857100006,0.0|-0.3
1242551,35T34 6T12,23836,5756942.0,,GRADUAÇÃO,2015,1,False,False,False,True,True,False,False,False,False,106,32,0.0,6.15,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0|-0.3
1224748,6M23,23072,5752704.0,,GRADUAÇÃO,2014,1,False,False,False,False,False,False,True,True,False,42,4,0.0,8.3,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7|-0.8
57566466,24T2345,2056102,5751878.0,,GRADUAÇÃO,2015,2,False,False,True,True,True,False,False,False,False,132,7,0.121212121212,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57596260,35M2345,2056101,5756340.0,,GRADUAÇÃO,2017,1,False,False,False,False,False,True,True,True,False,148,10,0.0,7.2,0.636363636364,0.363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5|-0.7
57566917,5T2345,21858,5752209.0,,GRADUAÇÃO,2015,2,False,False,True,True,True,False,False,False,False,72,7,0.0,7.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57598834,4M34 6M56,57703,54348.0,,GRADUAÇÃO,2017,1,False,False,False,False,False,True,True,False,False,74,18,0.0,7.0,0.529411764706,0.470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5|-0.7
1241513,5N12 6N34,46069,5757217.0,,GRADUAÇÃO,2015,1,True,True,False,False,False,False,False,False,False,72,27,0.0416666666667,6.3,0.38461538461499994,0.346153846154,0.115384615385,0.0384615384615,0.0769230769231,0.0,0.0384615384615,0.0,0.0,0.0,0.0,0.0,0.7307692307689999,0.3|-0.5
1222538,3T23456 (04/03/2014 - 25/03/2014),42107,16695.0,,GRADUAÇÃO,2014,1,False,False,True,True,True,False,False,False,False,15,51,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57589670,23456M123456  23456T123 (14/11/2016 - 09/12/2016),60833,26598.0,,GRADUAÇÃO,2016,2,False,False,False,True,True,True,True,True,False,153,3,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57566943,4M2345  245T2345,21874,5753027.0,,GRADUAÇÃO,2015,2,False,False,True,True,True,True,True,True,False,264,11,0.0454545454545,7.1,0.636363636364,0.363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5|-0.7
57569175,26M2345 4M12 (13/11/2015 - 08/12/2015),53944,19582.0,,GRADUAÇÃO,2015,2,False,False,False,False,False,True,True,True,False,38,49,0.052631578947400004,8.1,0.9545454545450001,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999995001,0.9|-
57579089,23M23456 4M2345 (18/04/2016 - 20/04/2016),60819,5753247.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,True,True,True,False,14,3,0.0,8.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57599219,5M456 (13/02/2017 - 01/07/2017),24659,5758475.0,,GRADUAÇÃO,2017,1,False,False,False,False,False,True,True,False,False,60,21,0.09166666666670001,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1234222,6M1234,2054929,24949.0,,GRADUAÇÃO,2014,2,False,False,False,False,False,False,True,True,False,68,35,0.117647058824,7.25,0.59375,0.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5|-0.7
57598839,5N1234 (13/02/2017 - 01/07/2017),2049855,5756373.0,,GRADUAÇÃO,2017,1,True,True,False,False,False,False,False,False,False,68,4,0.0588235294118,8.25,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8|-0.9
1230218,356M2345,21866,19116.0,,GRADUAÇÃO,2014,2,False,False,False,False,False,True,True,True,False,228,8,0.0,7.9,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7|-0.8
57578797,3N1234,48597,5757562.0,,GRADUAÇÃO,2016,1,True,True,False,False,False,False,False,False,False,76,24,0.0,8.8,0.958333333333,0.0,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958333333333,0.9|-
57564604,345M12345  3T123 4T1234 (27/10/2015 - 29/10/2015),59749,5752295.0,,GRADUAÇÃO,2015,2,False,False,False,True,True,True,True,True,False,22,4,0.0,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57599054,4M23  24T2345 (13/02/2017 - 10/04/2017),63565,5758343.0,,GRADUAÇÃO,2017,1,False,False,True,True,True,False,True,True,False,74,30,0.0810810810811,6.45,0.33333333333299997,0.633333333333,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966666666666,0.3|-0.5
57595611,23456M123456  2345T1234 6T134 (20/03/2017 - 14/05/2017),54732,5755605.0,,GRADUAÇÃO,2017,1,False,False,False,True,True,True,True,True,False,354,2,0.0,9.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57577049,2T234 4T123 6T45,2048751,5757897.0,,GRADUAÇÃO,2016,1,False,False,True,True,True,False,False,False,False,132,45,0.0530303030303,6.5,0.428571428571,0.47619047618999993,0.047619047619,0.0238095238095,0.0238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047609999,0.3|-0.5
1221816,2T2345,23829,5753866.0,,GRADUAÇÃO,2014,1,False,False,True,True,True,False,False,False,False,68,22,0.0367647058824,7.7,0.8181818181820001,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8|-0.9
1217796,23456T2345 (27/01/2014 - 14/06/2014),41968,5756416.0,,GRADUAÇÃO,2014,1,False,False,True,True,True,False,False,False,False,344,14,0.0,9.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57581015,3N34 5N12,23594,5758239.0,,GRADUAÇÃO,2016,1,True,True,False,False,False,False,False,False,False,72,56,0.0555555555556,5.75,0.240740740741,0.518518518519,0.0,0.203703703704,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75925925926,0.0|-0.3
1223491,2T1234 (27/01/2014 - 14/06/2014),49494,19048.0,,GRADUAÇÃO,2014,1,False,False,False,True,True,False,False,False,False,68,25,0.0,6.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5|-0.7
57589233,35T23 (25/07/2016 - 17/12/2016),54289,25950.0,,GRADUAÇÃO,2016,2,False,False,False,True,True,False,False,False,False,80,12,0.0,7.8,0.769230769231,0.23076923076900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7|-0.8
57576501,6N1234,25534,22943.0,,GRADUAÇÃO,2016,1,True,True,False,False,False,False,False,False,False,72,21,0.0,8.0,0.6842105263160001,0.0,0.0,0.280701754386,0.035087719298199996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263160001,0.5|-0.7
57575739,4M3456,24710,5757473.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,True,True,False,False,72,20,0.0,7.7,0.631578947368,0.210526315789,0.0,0.157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631570001,0.5|-0.7
57585673,23456M123456  23456T12345 (26/09/2016 - 13/11/2016),54732,5753062.0,,GRADUAÇÃO,2016,2,False,False,True,True,True,True,True,True,False,341,3,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57600335,2M456 4M23456  3T2345 (29/05/2017 - 23/06/2017),61216,5756244.0,,GRADUAÇÃO,2017,1,False,False,True,True,True,True,True,True,False,48,8,0.0,8.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1224771,6M123456,2049813,5753072.0,,GRADUAÇÃO,2014,1,False,False,False,False,False,True,True,True,False,108,5,0.0,6.1,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0|-0.3
57580202,"5M2345 (01/02/2016 - 22/04/2016), 7M2345 (23/04/2016 - 23/04/2016), 5M2345 (24/04/2016 - 18/06/2016)",25308,5757566.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,True,True,True,False,76,5,0.105263157895,8.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8|-0.9
57578210,24M345 (25/04/2016 - 16/06/2016),52523,5752793.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,True,True,False,False,48,4,0.1875,8.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57576516,2M56 4M45,43427,5756926.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,True,True,False,False,76,26,0.0,8.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57563583,25N123,27519,5756900.0,,GRADUAÇÃO,2015,2,True,True,False,False,False,False,False,False,False,105,10,0.07142857142860001,5.95,0.166666666667,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0|-0.3
1242043,2N12 4N34,41687,17844.0,,GRADUAÇÃO,2015,1,True,True,False,False,False,False,False,False,False,70,23,0.228571428571,7.2,0.526315789474,0.42105263157899997,0.0,0.0,0.052631578947400004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947368421053,0.5|-0.7
1230105,35N123,43377,5755981.0,,GRADUAÇÃO,2014,2,True,True,False,False,False,False,False,False,False,117,15,0.0769230769231,7.5,0.733333333333,0.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7|-0.8
57587266,"24M345 (01/08/2016 - 08/08/2016), 24M345 7M12345  7T123456  23456N1234 (09/08/2016 - 16/08/2016), 24M345 (17/08/2016 - 29/09/2016)",52526,5758592.0,,GRADUAÇÃO,2016,2,False,False,False,False,False,True,True,False,False,86,4,0.06976744186060001,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57585937,246N1234 (25/07/2016 - 10/10/2016),46163,5751600.0,,GRADUAÇÃO,2016,2,True,True,False,False,False,False,False,False,False,132,36,0.121212121212,8.0,0.777777777778,0.138888888889,0.0555555555556,0.0,0.0,0.0,0.0,0.0277777777778,0.0,0.0,0.0,0.0,0.9166666666669999,0.7|-0.8
57599150,6T3456,62576,20899.0,,GRADUAÇÃO,2017,1,False,False,True,True,False,False,False,False,False,68,35,0.0,9.0,0.9375,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9|-
1231772,2N34 4N1 5N234,25964,5753715.0,,GRADUAÇÃO,2014,2,True,True,False,False,False,False,False,False,False,114,10,0.052631578947400004,6.3,0.222222222222,0.666666666667,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888890001,0.0|-0.3
57577831,6M123456 (18/03/2016 - 08/04/2016),55102,5757467.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,True,True,True,False,18,7,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1232867,24M1234  4T1234 (23/10/2014 - 06/12/2014),2052301,5756718.0,,GRADUAÇÃO,2014,2,False,False,False,True,True,False,True,True,False,72,5,0.0,8.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1232597,2345M123456 (21/07/2014 - 06/12/2014),47168,18284.0,,GRADUAÇÃO,2014,2,False,False,False,False,False,True,True,True,False,462,15,0.0,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57566923,35M2345,21863,5757557.0,,GRADUAÇÃO,2015,2,False,False,False,False,False,True,True,True,False,144,9,0.111111111111,6.2,0.444444444444,0.444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.888888888888,0.3|-0.5
57585685,5N123,46698,5758716.0,,GRADUAÇÃO,2016,2,True,True,False,False,False,False,False,False,False,60,11,0.08333333333330001,9.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1236428,"6T56  46N12 (21/07/2014 - 20/11/2014),  46N12 (21/11/2014 - 06/12/2014)",48588,5752285.0,,GRADUAÇÃO,2014,2,False,True,True,False,False,False,False,False,False,104,25,0.0769230769231,5.8,0.12,0.64,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0|-0.3
57564535,24M123456  4T123456 (02/12/2015 - 07/12/2015),56480,5753497.0,,GRADUAÇÃO,2015,2,False,False,True,True,True,True,True,True,False,18,3,0.0,8.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57565979,25M345 4M34 (27/07/2015 - 19/12/2015),58251,5757825.0,,GRADUAÇÃO,2015,2,False,False,False,False,False,True,True,False,False,151,4,0.0,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57588358,6T23456 (25/07/2016 - 20/09/2016),48241,5752993.0,,GRADUAÇÃO,2016,2,False,False,True,True,True,False,False,False,False,40,6,0.0625,8.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57600289,25M23456 6M123 (13/02/2017 - 31/03/2017),61217,5757616.0,,GRADUAÇÃO,2017,1,False,False,False,False,False,True,True,True,False,83,8,0.0,8.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57588578,24M2345  3T2345,2045601,5757238.0,,GRADUAÇÃO,2016,2,False,False,True,True,True,True,True,True,False,216,3,0.111111111111,6.7,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0|-0.3
57580050,345M123456  4T561234 (03/05/2016 - 05/05/2016),57883,5752295.0,,GRADUAÇÃO,2016,1,False,False,True,True,True,True,True,True,False,24,5,0.0,7.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1232968,5N1234,2038809,5753093.0,,GRADUAÇÃO,2014,2,True,True,False,False,False,False,False,False,False,76,45,0.052631578947400004,6.8,0.463414634146,0.39024390243900003,0.0487804878049,0.0975609756098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853658536585,0.3|-0.5
57584884,"4T234 (25/07/2016 - 29/07/2016), 7M2345 (30/07/2016 - 30/07/2016),  4T234 (31/07/2016 - 17/12/2016)",21013,5752228.0,,GRADUAÇÃO,2016,2,False,False,False,True,True,False,False,False,False,52,27,0.0192307692308,8.0,0.923076923077,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000001,0.9|-
57577911,24M12345 (04/03/2016 - 25/04/2016),2052301,22060.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,True,True,True,False,75,3,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57598550,23456M123456  23456T123456 (15/05/2017 - 30/06/2017),54741,5754553.0,,GRADUAÇÃO,2017,1,False,False,True,True,True,True,True,True,False,408,4,0.0,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
57600843,6T56 7T12 (13/02/2017 - 01/07/2017),51724,20793.0,,GRADUAÇÃO,2017,1,False,False,True,False,True,False,False,False,True,70,3,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9|-
1233833,2T1234 (21/07/2014 - 06/12/2014),49494,19048.0,,GRADUAÇÃO,2014,2,False,False,False,True,True,False,False,False,False,72,27,0.0,6.0,0.407407407407,0.48148148148100006,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888888,0.3|-0.5
57576409,"5M234 (01/02/2016 - 16/06/2016), 7M234 (17/06/2016 - 18/06/2016)",43756,5753601.0,,GRADUAÇÃO,2016,1,False,False,False,False,False,False,True,True,False,54,14,0.046296296296300006,7.3,0.642857142857,0.28571428571400004,0.07142857142860001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285710001,0.5|-0.7
